Word	POS	Entity_Value_Time	Event	Modality	Tense	Polarity	ID_Event	Argument
کسی		O	O	O	O	O	O	
دولت		(B_Organization, EN_26_22440_12)	O	O	O	O	O	(B_Target,EV_26_5212_252,EN_26_22440_12)
مصدق		(I_Organization, EN_26_22440_12)	O	O	O	O	O	(I_Target,EV_26_5212_252,EN_26_22440_12)
را		O	O	O	O	O	O	
سرنگون		O	(B_Suppress, EV_26_5212_252)	Asserted	Past	Positive	EV_26_5212_252	
کرد		O	O	O	O	O	O	
؟		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="2721">	begin	O	O	O	O	O	O	O
نیروهای		(B_Person, EN_26_22802_15)	O	O	O	O	O	(B_Source,EV_26_5302_249,EN_26_22802_15)
نظامی		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
هوادار		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
معمر		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
قذافی		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
،		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
رهبر		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
لیبی		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
،		(I_Person, EN_26_22802_15)	O	O	O	O	O	(I_Source,EV_26_5302_249,EN_26_22802_15)
پس		O	O	O	O	O	O	
از		O	O	O	O	O	O	
چند		O	O	O	O	O	O	
روز		O	O	O	O	O	O	
نبرد		O	O	O	O	O	O	
سخت		O	O	O	O	O	O	
،		O	O	O	O	O	O	
تا		O	O	O	O	O	O	
مرکز		(B_Location, EN_26_22779_14)	O	O	O	O	O	(B_Target,EV_26_5302_249,EN_26_22779_14)
شهر		(I_Location, EN_26_22779_14)	O	O	O	O	O	(I_Target,EV_26_5302_249,EN_26_22779_14)
مصراته		(I_Location, EN_26_22779_14)	O	O	O	O	O	(I_Target,EV_26_5302_249,EN_26_22779_14)
پیشروی		O	(B_Occupy, EV_26_5302_249)	Asserted	Past	Positive	EV_26_5302_249	
کردند		O	(I_Occupy, EV_26_5302_249)	O	O	O	EV_26_5302_249	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3311">	begin	O	O	O	O	O	O	O
جانشین		(B_Person, EN_26_22445_15)	O	O	O	O	O	
فرمانده		(I_Person, EN_26_22445_15)	O	O	O	O	O	
انتظامی		(I_Person, EN_26_22445_15)	O	O	O	O	O	
استان		(I_Person, EN_26_22445_15)	O	O	O	O	O	
عنوان		O	O	O	O	O	O	
کرد		O	O	O	O	O	O	
:		O	O	O	O	O	O	
کشف		O	(B_Discovery, EV_26_5217_267)	Asserted	Past	Positive	EV_26_5217_267	
298		(B_Numeric, EN_26_22449_19)	O	O	O	O	O	(B_Number of Targets,EV_26_5217_267,EN_26_22449_19)
کیلو		(I_Numeric, EN_26_22449_19)	O	O	O	O	O	(I_Number of Targets,EV_26_5217_267,EN_26_22449_19)
مواد		(B_Facility, EN_26_22451_17)	O	O	O	O	O	(B_Target,EV_26_5217_267,EN_26_22451_17)
افیونی		(I_Facility, EN_26_22451_17)	O	O	O	O	O	(I_Target,EV_26_5217_267,EN_26_22451_17)
در		O	O	O	O	O	O	
عملیات		O	O	O	O	O	O	
مشترک		O	O	O	O	O	O	
پلیسی		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3569">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
روزهای		(B_Time, EN_26_22464_18)	O	O	O	O	O	(B_Time,EV_26_5219_190,EN_26_22464_18)
آغازین		(I_Time, EN_26_22464_18)	O	O	O	O	O	(I_Time,EV_26_5219_190,EN_26_22464_18)
سال		(I_Time, EN_26_22464_18)	O	O	O	O	O	(I_Time,EV_26_5219_190,EN_26_22464_18)
98		(I_Time, EN_26_22464_18)	O	O	O	O	O	(I_Time,EV_26_5219_190,EN_26_22464_18)
؛		O	O	O	O	O	O	
خیر		(B_Person, EN_26_22468_15)	O	O	O	O	O	(B_Source,EV_26_5219_190,EN_26_22468_15)
سنندجی		(I_Person, EN_26_22468_15)	O	O	O	O	O	(I_Source,EV_26_5219_190,EN_26_22468_15)
سه		(B_Person, EN_26_22475_15)	O	O	O	O	O	(B_Target,EV_26_5219_190,EN_26_22475_15)
زندانی		(I_Person, EN_26_22475_15)	O	O	O	O	O	(I_Target,EV_26_5219_190,EN_26_22475_15)
جرایم		O	O	O	O	O	O	
غیرعمد		O	O	O	O	O	O	
را		O	O	O	O	O	O	
آزاد		O	(B_Prisoner Release, EV_26_5219_190)	Asserted	Past	Positive	EV_26_5219_190	
کرد		O	(I_Prisoner Release, EV_26_5219_190)	O	O	O	EV_26_5219_190	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3571">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
غرفه		(B_Location, EN_26_105859_14)	O	O	O	O	O	(B_Place,EV_26_30092_255,EN_26_105859_14)
ایکنا		(I_Location, EN_26_105859_14)	O	O	O	O	O	(I_Place,EV_26_30092_255,EN_26_105859_14)
در		O	O	O	O	O	O	
نمایشگاه		O	(B_Ceremony, EV_26_30092_255)	Asserted	Past	Positive	EV_26_30092_255	
قرآن		O	(I_Ceremony, EV_26_30092_255)	O	O	O	EV_26_30092_255	
کریم		O	(I_Ceremony, EV_26_30092_255)	O	O	O	EV_26_30092_255	
؛		O	O	O	O	O	O	
ترجمه		O	O	O	O	O	O	
قرآن		(B_Facility, EN_26_22494_17)	O	O	O	O	O	
به		O	O	O	O	O	O	
قلم		(B_Facility, EN_26_22499_17)	O	O	O	O	O	(B_Target,EV_26_5226_215,EN_26_22499_17)
حدادعادل		(I_Facility, EN_26_22499_17)	O	O	O	O	O	(I_Target,EV_26_5226_215,EN_26_22499_17)
رونمایی		O	(B_Release, EV_26_5226_215)	Asserted	Past	Positive	EV_26_5226_215	
شد		O	(I_Release, EV_26_5226_215)	O	O	O	EV_26_5226_215	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3574">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
نشست		O	(B_Meeting, EV_26_5238_232)	Asserted	Past	Positive	EV_26_5238_232	
تخصصی		O	O	O	O	O	O	
بررسی		O	O	O	O	O	O	
شد		O	O	O	O	O	O	
؛		O	O	O	O	O	O	
گفت‌وگو		O	O	O	O	O	O	
؛		O	O	O	O	O	O	
راهکار		O	O	O	O	O	O	
کاهش		O	O	O	O	O	O	
آسیب‌های		O	O	O	O	O	O	
اجتماعی		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فرهنگی		O	O	O	O	O	O	
در		O	O	O	O	O	O	
دانشگاه		(B_Location, EN_26_22513_14)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3578">	begin	O	O	O	O	O	O	O
درمان		O	O	O	O	O	O	
بیماری		(B_Disease, EN_26_173079_22)	O	O	O	O	O	
پانیک		(I_Disease, EN_26_173079_22)	O	O	O	O	O	
9364441263		(B_Contact-Info, EN_26_173081_21)	O	O	O	O	O	
راهی		O	O	O	O	O	O	
موثر		O	O	O	O	O	O	
و		O	O	O	O	O	O	
مطمئن		O	O	O	O	O	O	
برای		O	O	O	O	O	O	
درمان		O	O	O	O	O	O	
بیماری		O	O	O	O	O	O	
کافیست		O	O	O	O	O	O	
با		O	O	O	O	O	O	
ما		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3583">	begin	O	O	O	O	O	O	O
دنیای		O	O	O	O	O	O	
حیوانات		O	O	O	O	O	O	
-		O	O	O	O	O	O	
مبارزه		O	O	O	O	O	O	
پلنگ		(B_Animal, EN_26_22540_16)	O	O	O	O	O	
های		(I_Animal, EN_26_22540_16)	O	O	O	O	O	
جگوار		(I_Animal, EN_26_22540_16)	O	O	O	O	O	
با		O	O	O	O	O	O	
بیماری		(B_Disease, EN_26_22548_22)	O	O	O	O	O	
مرموز		(I_Disease, EN_26_22548_22)	O	O	O	O	O	
-		(I_Disease, EN_26_22548_22)	O	O	O	O	O	
Jaguar		(I_Disease, EN_26_22548_22)	O	O	O	O	O	
Fights		(I_Disease, EN_26_22548_22)	O	O	O	O	O	
Illness		(I_Disease, EN_26_22548_22)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3585">	begin	O	O	O	O	O	O	O
دیدار		O	(B_Meeting, EV_26_5247_232)	Asserted	Past	Positive	EV_26_5247_232	
روحانی		(B_Person, EN_26_22560_15)	O	O	O	O	O	(B_Participant,EV_26_5247_232,EN_26_22560_15)
با		O	O	O	O	O	O	
علما		(B_Person, EN_26_22563_15)	O	O	O	O	O	(B_Participant,EV_26_5247_232,EN_26_22563_15)
و		(I_Person, EN_26_22563_15)	O	O	O	O	O	(I_Participant,EV_26_5247_232,EN_26_22563_15)
فرهیختگان		(I_Person, EN_26_22563_15)	O	O	O	O	O	(I_Participant,EV_26_5247_232,EN_26_22563_15)
اهل		(I_Person, EN_26_22563_15)	O	O	O	O	O	(I_Participant,EV_26_5247_232,EN_26_22563_15)
سنت		(I_Person, EN_26_22563_15)	O	O	O	O	O	(I_Participant,EV_26_5247_232,EN_26_22563_15)
برادران		(B_Person, EN_26_22568_15)	O	O	O	O	O	
اهل		(I_Person, EN_26_22568_15)	O	O	O	O	O	
سنت		(I_Person, EN_26_22568_15)	O	O	O	O	O	
مرزداران		O	O	O	O	O	O	
صدیق		O	O	O	O	O	O	
کشورند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3588">	begin	O	O	O	O	O	O	O
راه		O	O	O	O	O	O	
غلیه		O	O	O	O	O	O	
بر		O	O	O	O	O	O	
تحریم‌ها		O	O	O	O	O	O	
افزایش		O	O	O	O	O	O	
تولید		O	O	O	O	O	O	
است		O	O	O	O	O	O	
راه		O	O	O	O	O	O	
غلیه		O	O	O	O	O	O	
بر		O	O	O	O	O	O	
تحریم‌ها		O	O	O	O	O	O	
افزایش		O	O	O	O	O	O	
تولید		O	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3589">	begin	O	O	O	O	O	O	O
راهکارهای		O	O	O	O	O	O	
وزارت		(B_Organization, EN_26_24041_12)	O	O	O	O	O	
صنعت		(I_Organization, EN_26_24041_12)	O	O	O	O	O	
برای		O	O	O	O	O	O	
بهبود		O	O	O	O	O	O	
وضعیت		O	O	O	O	O	O	
صنعت		O	O	O	O	O	O	
خودرو		O	O	O	O	O	O	
-		O	O	O	O	O	O	
افزایش		O	O	O	O	O	O	
تولید		O	O	O	O	O	O	
در		O	O	O	O	O	O	
راه		O	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3590">	begin	O	O	O	O	O	O	O
رشد		O	O	O	O	O	O	
50		(B_Numeric, EN_26_22841_19)	O	O	O	O	O	
درصدی		(I_Numeric, EN_26_22841_19)	O	O	O	O	O	
تخلیه		O	(B_Import, EV_26_30228_227)	Asserted	Now	Positive	EV_26_30228_227	
کالاهای		(B_Facility, EN_26_22843_17)	O	O	O	O	O	(B_Artifact,EV_26_30228_227,EN_26_22843_17)
اساسی		(I_Facility, EN_26_22843_17)	O	O	O	O	O	(I_Artifact,EV_26_30228_227,EN_26_22843_17)
در		O	O	O	O	O	O	
بندرامام		(B_Location, EN_26_22847_14)	O	O	O	O	O	(B_Place,EV_26_30228_227,EN_26_22847_14)
(		(I_Location, EN_26_22847_14)	O	O	O	O	O	(I_Place,EV_26_30228_227,EN_26_22847_14)
ره		(I_Location, EN_26_22847_14)	O	O	O	O	O	(I_Place,EV_26_30228_227,EN_26_22847_14)
)		(I_Location, EN_26_22847_14)	O	O	O	O	O	(I_Place,EV_26_30228_227,EN_26_22847_14)
طی		O	O	O	O	O	O	
شش		(B_Time, EN_26_22856_18)	O	O	O	O	O	(B_Time,EV_26_30228_227,EN_26_22856_18)
ماهه		(I_Time, EN_26_22856_18)	O	O	O	O	O	(I_Time,EV_26_30228_227,EN_26_22856_18)
نخست		(I_Time, EN_26_22856_18)	O	O	O	O	O	(I_Time,EV_26_30228_227,EN_26_22856_18)
سال‌جاری		(I_Time, EN_26_22856_18)	O	O	O	O	O	(I_Time,EV_26_30228_227,EN_26_22856_18)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3631">	begin	O	O	O	O	O	O	O
شورای		(B_Person, EN_26_22865_15)	O	O	O	O	O	(B_Participant,EV_26_5318_232,EN_26_22865_15)
نظامی		(I_Person, EN_26_22865_15)	O	O	O	O	O	(I_Participant,EV_26_5318_232,EN_26_22865_15)
سودان		(I_Person, EN_26_22865_15)	O	O	O	O	O	(I_Participant,EV_26_5318_232,EN_26_22865_15)
تشکیل		O	O	O	O	O	O	
نشست		O	(B_Meeting, EV_26_5318_232)	Asserted	Past	Negative	EV_26_5318_232	
با		O	O	O	O	O	O	
احزاب		(B_Person, EN_26_22868_15)	O	O	O	O	O	(B_Participant,EV_26_5318_232,EN_26_22868_15)
و		(I_Person, EN_26_22868_15)	O	O	O	O	O	(I_Participant,EV_26_5318_232,EN_26_22868_15)
نیروهای		(I_Person, EN_26_22868_15)	O	O	O	O	O	(I_Participant,EV_26_5318_232,EN_26_22868_15)
سیاسی		(I_Person, EN_26_22868_15)	O	O	O	O	O	(I_Participant,EV_26_5318_232,EN_26_22868_15)
را		O	O	O	O	O	O	
به		O	O	O	O	O	O	
تعویق		O	O	O	O	O	O	
انداخت		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3636">	begin	O	O	O	O	O	O	O
ظریف		(B_Person, EN_26_22883_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
توییتر		(B_Organization, EN_26_22885_12)	O	O	O	O	O	
نوشت		O	O	O	O	O	O	
:		O	O	O	O	O	O	
اجزای		(B_Facility, EN_26_22888_17)	O	O	O	O	O	(B_Target,EV_26_5322_267,EN_26_22888_17)
پهپاد		(I_Facility, EN_26_22888_17)	O	O	O	O	O	(I_Target,EV_26_5322_267,EN_26_22888_17)
متجاوز		(I_Facility, EN_26_22888_17)	O	O	O	O	O	(I_Target,EV_26_5322_267,EN_26_22888_17)
آمریکایی		(I_Facility, EN_26_22888_17)	O	O	O	O	O	(I_Target,EV_26_5322_267,EN_26_22888_17)
در		O	O	O	O	O	O	
آب‌های		(B_Location, EN_26_22892_14)	O	O	O	O	O	(B_Place,EV_26_5322_267,EN_26_22892_14)
سرزمینی		(I_Location, EN_26_22892_14)	O	O	O	O	O	(I_Place,EV_26_5322_267,EN_26_22892_14)
ایران		(I_Location, EN_26_22892_14)	O	O	O	O	O	(I_Place,EV_26_5322_267,EN_26_22892_14)
کشف		O	(B_Discovery, EV_26_5322_267)	Asserted	Past	Positive	EV_26_5322_267	
شد		O	(I_Discovery, EV_26_5322_267)	O	O	O	EV_26_5322_267	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3642">	begin	O	O	O	O	O	O	O
فال		O	O	O	O	O	O	
روزانه		(B_Time, EN_26_173086_18)	O	O	O	O	O	
پنج‌شنبه		(B_Time, EN_26_22895_18)	O	O	O	O	O	
6		(I_Time, EN_26_22895_18)	O	O	O	O	O	
تیر		(I_Time, EN_26_22895_18)	O	O	O	O	O	
98		(I_Time, EN_26_22895_18)	O	O	O	O	O	
+		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
حافظ		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
روز		(B_Time, EN_26_173087_18)	O	O	O	O	O	
تولد		(I_Time, EN_26_173087_18)	O	O	O	O	O	
98		(B_Numeric, EN_26_173089_19)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3644">	begin	O	O	O	O	O	O	O
فال		O	O	O	O	O	O	
روزانه		(B_Time, EN_26_173082_18)	O	O	O	O	O	
دوشنبه		(B_Time, EN_26_22901_18)	O	O	O	O	O	
14		(I_Time, EN_26_22901_18)	O	O	O	O	O	
مرداد		(I_Time, EN_26_22901_18)	O	O	O	O	O	
98		(I_Time, EN_26_22901_18)	O	O	O	O	O	
+		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
حافظ		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
روز		(B_Time, EN_26_173083_18)	O	O	O	O	O	
تولد		(I_Time, EN_26_173083_18)	O	O	O	O	O	
98		(B_Numeric, EN_26_173085_19)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3645">	begin	O	O	O	O	O	O	O
فال		O	O	O	O	O	O	
روزانه		(B_Time, EN_26_173090_18)	O	O	O	O	O	
سه‌شنبه		(B_Time, EN_26_22905_18)	O	O	O	O	O	
29		(I_Time, EN_26_22905_18)	O	O	O	O	O	
مرداد		(I_Time, EN_26_22905_18)	O	O	O	O	O	
98		(I_Time, EN_26_22905_18)	O	O	O	O	O	
+		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
حافظ		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
روز		(B_Time, EN_26_173091_18)	O	O	O	O	O	
تولد		(I_Time, EN_26_173091_18)	O	O	O	O	O	
98		(B_Numeric, EN_26_173093_19)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3646">	begin	O	O	O	O	O	O	O
فال		O	O	O	O	O	O	
روزانه		(B_Time, EN_26_173094_18)	O	O	O	O	O	
سه‌شنبه		(B_Time, EN_26_22913_18)	O	O	O	O	O	
3		(I_Time, EN_26_22913_18)	O	O	O	O	O	
اردیبهشت		(I_Time, EN_26_22913_18)	O	O	O	O	O	
98		(I_Time, EN_26_22913_18)	O	O	O	O	O	
+		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
حافظ		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
روز		(B_Time, EN_26_173095_18)	O	O	O	O	O	
تولد		(I_Time, EN_26_173095_18)	O	O	O	O	O	
98		(B_Numeric, EN_26_173097_19)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3648">	begin	O	O	O	O	O	O	O
فال		O	O	O	O	O	O	
روزانه		(B_Time, EN_26_173098_18)	O	O	O	O	O	
شنبه		(B_Time, EN_26_22921_18)	O	O	O	O	O	
4		(I_Time, EN_26_22921_18)	O	O	O	O	O	
آبان		(I_Time, EN_26_22921_18)	O	O	O	O	O	
98		(I_Time, EN_26_22921_18)	O	O	O	O	O	
+		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
حافظ		O	O	O	O	O	O	
و		O	O	O	O	O	O	
فال		O	O	O	O	O	O	
روز		(B_Time, EN_26_173099_18)	O	O	O	O	O	
تولد		(I_Time, EN_26_173099_18)	O	O	O	O	O	
98		(B_Numeric, EN_26_173101_19)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3650">	begin	O	O	O	O	O	O	O
فرماندار		(B_Person, EN_26_22929_15)	O	O	O	O	O	
اهواز		(I_Person, EN_26_22929_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
عملیات		O	O	O	O	O	O	
امدادرسانی		O	(B_Aid, EV_26_5327_226)	Asserted	Now	Positive	EV_26_5327_226	
به		O	O	O	O	O	O	
روستاهای		(B_Location, EN_26_22946_14)	O	O	O	O	O	(B_Target,EV_26_5327_226,EN_26_22946_14)
بخش		(I_Location, EN_26_22946_14)	O	O	O	O	O	(I_Target,EV_26_5327_226,EN_26_22946_14)
مرکزی		(I_Location, EN_26_22946_14)	O	O	O	O	O	(I_Target,EV_26_5327_226,EN_26_22946_14)
به		O	O	O	O	O	O	
سرعت		O	O	O	O	O	O	
در		O	O	O	O	O	O	
حال		O	O	O	O	O	O	
انجام		O	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3652">	begin	O	O	O	O	O	O	O
فرمانده		(B_Person, EN_26_22953_15)	O	O	O	O	O	
قرارگاه		(I_Person, EN_26_22953_15)	O	O	O	O	O	
حمزه		(I_Person, EN_26_22953_15)	O	O	O	O	O	
سیدالشهدا		(I_Person, EN_26_22953_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
عاملان		(B_Person, EN_26_22959_15)	O	O	O	O	O	
ترور		(I_Person, EN_26_22959_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
زیرخاک		O	O	O	O	O	O	
هم		O	O	O	O	O	O	
باشند		O	O	O	O	O	O	
،		O	O	O	O	O	O	
به		O	O	O	O	O	O	
سزای		O	O	O	O	O	O	
عملشان		O	O	O	O	O	O	
می‌رسند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3656">	begin	O	O	O	O	O	O	O
قتل		O	(B_Homicide, EV_26_5330_172)	Asserted	Past	Positive	EV_26_5330_172	
چهار		(B_Person, EN_26_22965_15)	O	O	O	O	O	(B_Number of Targets,EV_26_5330_172,EN_26_22965_15)
نفر		(I_Person, EN_26_22965_15)	O	O	O	O	O	(I_Number of Targets,EV_26_5330_172,EN_26_22965_15)
در		O	O	O	O	O	O	
اداره		(B_Location, EN_26_22969_14)	O	O	O	O	O	(B_Place,EV_26_5330_172,EN_26_22969_14)
مرکزی		(I_Location, EN_26_22969_14)	O	O	O	O	O	(I_Place,EV_26_5330_172,EN_26_22969_14)
پلیس		(I_Location, EN_26_22969_14)	O	O	O	O	O	(I_Place,EV_26_5330_172,EN_26_22969_14)
پاریس		(I_Location, EN_26_22969_14)	O	O	O	O	O	(I_Place,EV_26_5330_172,EN_26_22969_14)
:		O	O	O	O	O	O	
تحقیقات		O	O	O	O	O	O	
ردپای		O	O	O	O	O	O	
تروریستی		O	O	O	O	O	O	
را		O	O	O	O	O	O	
نشان		O	O	O	O	O	O	
می‌دهد		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3658">	begin	O	O	O	O	O	O	O
ک		(B_Organization, EN_26_24121_12)	O	O	O	O	O	(B_Source,EV_26_5331_932,EN_26_24121_12)
ال		(I_Organization, EN_26_24121_12)	O	O	O	O	O	(I_Source,EV_26_5331_932,EN_26_24121_12)
ام		(I_Organization, EN_26_24121_12)	O	O	O	O	O	(I_Source,EV_26_5331_932,EN_26_24121_12)
و		O	O	O	O	O	O	
خطوط		(B_Organization, EN_26_24124_12)	O	O	O	O	O	(B_Source,EV_26_5331_932,EN_26_24124_12)
هوایی		(I_Organization, EN_26_24124_12)	O	O	O	O	O	(I_Source,EV_26_5331_932,EN_26_24124_12)
اتریش		(I_Organization, EN_26_24124_12)	O	O	O	O	O	(I_Source,EV_26_5331_932,EN_26_24124_12)
پرواز		O	O	O	O	O	O	
به		O	O	O	O	O	O	
تهران		(B_Location, EN_26_22978_14)	O	O	O	O	O	(B_Place,EV_26_5331_932,EN_26_22978_14)
را		O	O	O	O	O	O	
متوقف		O	(B_Ban, EV_26_5331_932)	Asserted	Future	Positive	EV_26_5331_932	
می		O	(I_Ban, EV_26_5331_932)	O	O	O	EV_26_5331_932	
کنند		O	(I_Ban, EV_26_5331_932)	O	O	O	EV_26_5331_932	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3659">	begin	O	O	O	O	O	O	O
کارشناس		(B_Person, EN_26_24043_15)	O	O	O	O	O	
مسائل		(I_Person, EN_26_24043_15)	O	O	O	O	O	
سیاسی		(I_Person, EN_26_24043_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
برخی		O	O	O	O	O	O	
نمایندگان		(B_Person, EN_26_24046_15)	O	O	O	O	O	
به		O	O	O	O	O	O	
دنبال		O	O	O	O	O	O	
سواستفاده		O	O	O	O	O	O	
انتخاباتی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
موضوع		O	O	O	O	O	O	
دختر		(B_Person, EN_26_24047_15)	O	O	O	O	O	
آبی		(I_Person, EN_26_24047_15)	O	O	O	O	O	
هستند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3828">	begin	O	O	O	O	O	O	O
پایبندی		O	O	O	O	O	O	
اوپک		(B_Geo-Political Entity, EN_26_24049_13)	O	O	O	O	O	
و		O	O	O	O	O	O	
متحدانش		(B_Person, EN_26_24050_15)	O	O	O	O	O	
به		O	O	O	O	O	O	
توافق		O	O	O	O	O	O	
کاهش		O	(B_Production Drop, EV_26_5596_220)	Asserted	Now	Positive	EV_26_5596_220	
تولید		O	(I_Production Drop, EV_26_5596_220)	O	O	O	EV_26_5596_220	
نفت		(B_Facility, EN_26_24051_17)	O	O	O	O	O	(B_Participant,EV_26_5596_220,EN_26_24051_17)
به		O	O	O	O	O	O	
200		(B_Numeric, EN_26_24052_19)	O	O	O	O	O	(B_Fluctuation,EV_26_5596_220,EN_26_24052_19)
درصد		(I_Numeric, EN_26_24052_19)	O	O	O	O	O	(I_Fluctuation,EV_26_5596_220,EN_26_24052_19)
رسید		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3829">	begin	O	O	O	O	O	O	O
پدافند		(B_Facility, EN_26_24054_17)	O	O	O	O	O	
هوایی		(I_Facility, EN_26_24054_17)	O	O	O	O	O	
یمن		(I_Facility, EN_26_24054_17)	O	O	O	O	O	
از		O	O	O	O	O	O	
شکار		O	(B_Discovery, EV_26_5598_267)	Asserted	Past	Positive	EV_26_5598_267	
پهپاد		(B_Facility, EN_26_24057_17)	O	O	O	O	O	(B_Target,EV_26_5598_267,EN_26_24057_17)
آمریکایی		(I_Facility, EN_26_24057_17)	O	O	O	O	O	(I_Target,EV_26_5598_267,EN_26_24057_17)
بر		O	O	O	O	O	O	
فراز		O	O	O	O	O	O	
ساحل		(B_Location, EN_26_24059_14)	O	O	O	O	O	(B_Place,EV_26_5598_267,EN_26_24059_14)
غربی		(I_Location, EN_26_24059_14)	O	O	O	O	O	(I_Place,EV_26_5598_267,EN_26_24059_14)
خبر		O	O	O	O	O	O	
داد		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3830">	begin	O	O	O	O	O	O	O
پرداخت		O	(B_Money Transfer, EV_26_5599_211)	Asserted	Past	Positive	EV_26_5599_211	
49		(B_Numeric, EN_26_24061_19)	O	O	O	O	O	(B_Price,EV_26_5599_211,EN_26_24061_19)
هزار		(I_Numeric, EN_26_24061_19)	O	O	O	O	O	(I_Price,EV_26_5599_211,EN_26_24061_19)
فقره		(I_Numeric, EN_26_24061_19)	O	O	O	O	O	(I_Price,EV_26_5599_211,EN_26_24061_19)
تسهیلات		O	O	O	O	O	O	
مضاربه		O	O	O	O	O	O	
بانک		(B_Organization, EN_26_24064_12)	O	O	O	O	O	(B_Source,EV_26_5599_211,EN_26_24064_12)
ملی		(I_Organization, EN_26_24064_12)	O	O	O	O	O	(I_Source,EV_26_5599_211,EN_26_24064_12)
ایران		(I_Organization, EN_26_24064_12)	O	O	O	O	O	(I_Source,EV_26_5599_211,EN_26_24064_12)
در		O	O	O	O	O	O	
نیمه		(B_Time, EN_26_24067_18)	O	O	O	O	O	(B_Time,EV_26_5599_211,EN_26_24067_18)
نخست		(I_Time, EN_26_24067_18)	O	O	O	O	O	(I_Time,EV_26_5599_211,EN_26_24067_18)
امسال		(I_Time, EN_26_24067_18)	O	O	O	O	O	(I_Time,EV_26_5599_211,EN_26_24067_18)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3831">	begin	O	O	O	O	O	O	O
